attachment_id	user_id	text	begin	end	height	width	train	length
daa27248-3f38-4b35-bcb6-a9d1d9abb2ce	83624345fa124849e833a8664f21f3ea	З	23	74	1920	1080	True	103
5e259b7d-4f0f-4992-b224-818b2de34052	6753ca229e01b1c71053cb265fd93013	З	24	85	1440	1080	True	113
c04297e8-9611-4b99-8f4f-096c1c392195	9a2c7d5a1fb72ad258ab16abf6ae9147	З	39	104	1920	1080	True	171
3f3ccd73-6953-4edf-903a-6e51a1dc2264	a8a635e6eaa8edb003c5a2b1cef789b5	З	19	67	1440	1440	True	100
806d12f8-a6ed-4e9f-958c-c350ab8145f3	4aef7889ad6cd118ce4dab1e3b998a01	З	5	63	1920	1080	True	99
2c96ef33-759c-48ce-a813-e703f4f55cc0	cba981340353ec309f352b09a3ada196	З	13	79	1920	1080	True	158
1ec7b318-1dcd-4baf-8cb7-94e4c2f6fa1e	ff169f3bbab458308b88188be3657125	З	15	76	1920	1080	True	137
8f7e1b00e0c782dff8c2bf9e1298a25a	27658	З	29	94	1920	1080	False	137
8f1f25689a93fad2ecb86c96258de112	29674	З	15	53	1920	1080	True	74
dbfbbd7fb48ed253312371f3b818d718	21710	З	17	82	1920	1080	False	124
3fb2de7bfc52c167c615faaaf2c60c32	29751	З	22	65	1920	1080	True	117
bfa6cbdb-b61b-4252-85e6-270f9fabcae0	9a0784a99ea13a8b06cb103c2c8c7f0f	И	13	75	1920	1080	True	75
e2436540-1f75-4710-9114-647e8a06bc2e	185bd3a81d9d618518d10abebf0d17a8	И	28	107	1920	1080	False	144
822c1046-99bc-4e0c-90e5-39545e8697de	a95892dae1d320bd8b08cbca6a127cd8	И	9	49	1080	1920	False	59
e76fdef0-67c5-410c-8ae9-5508ed79cb4a	46dd04a1caa75ed3082b573cb5a3ad26	И	9	73	1920	1080	False	111
1e282d21-a69f-4339-b067-2727afb4d72e	1860c7f3605089bf0eff0c4e72c7add4	И	12	78	1440	1440	True	104
31f4871f-15d2-4fe0-bf05-0f6cada2395f	ca6b767f0cccf093ba737ae2fc4fec3d	И	10	72	1920	1080	True	74
25b5f845-28af-4dba-a01e-cfd9943764d2	fc6e5caa3dc328e7558b072e6607e399	И	17	67	1920	1080	False	83
3adf9f32-5fb5-47f0-8b41-a6dfb6017a72	95af8e702c909eee7145c6dc1a3d756b	И	0	51	1280	720	False	64
10a793c0-1456-462f-857d-40b2130f247b	db573f94204e56e0cf3fc2ea000e5bdc	И	0	43	1280	720	False	84
009e5f36-b170-4665-9515-35f916ef79a8	0211b488644476dd0fec656ccb9b74fc	И	5	56	1920	1080	False	83
aa6078ab-110b-4fc9-b93e-a8da012183f3	a356848cf0a72f961b81ebb6716f6131	И	12	117	1920	1080	True	207
5e918f85-edf9-4251-9218-9f332523779e	50334f2a79561498829a34a2c90984b1	И	62	127	1920	1080	False	213
0203c760-a9ad-4bc5-b421-fe90ed6e2a96	0ab4f8e463cdded2e59d6001f4e1b487	И	6	66	1080	1920	False	81
0b006da3-47d9-480b-9705-5c1b652b6bca	9f9b13d8e63bd774b4ad1bd14f56147d	И	7	47	720	1280	False	78
0caab6bf-0b48-49f1-ac8a-d0ceb7315fef	2d84da20c251acaeb3186642fcb04f2e	И	10	61	1920	1080	False	99
5921b54f-9460-4978-8ffb-4a92b472b4b5	53c3af7712ee8220b2faed1a55a82eca	И	32	90	1920	1080	True	118
8cc5f79d-b570-4334-91a9-fdc8005adb00	0041ec866777f12c384b64d8cd636277	И	16	74	1920	1080	False	100
b5b3b10d-9946-4113-a43d-310f07561bae	f5b82a9c82f6d870ec253e4c3fa96d83	И	12	75	1920	1080	False	119
508449a7-1c47-44d7-bd06-f0ca5457c7fa	b07a773bcb10b4f14f33d2b0e8ec58ba	И	54	113	720	1280	False	152
5857482d-771d-455e-b6e8-96314bab578b	4299b8ccf39ace57287b463fbe4a489b	И	27	59	1920	960	True	99
c80bd216-a2ca-4291-86ed-338f9ee8f027	0df9d6e419cb18069e696edaa170ba87	И	48	85	1920	864	True	167
f354fd48-0311-4e79-84f4-b68c67170c5d	12c7911f38c7113ce13c71dbd785ce22	И	9	47	1920	1080	True	77
43dbb380-6d0a-4a1c-9afb-87a52727fecc	4d26ad833542291c50de9ce88fb4f64a	И	19	75	1920	1080	False	132
d269b626-d79e-4562-845d-baf0a57ae216	3dd2ce2659aada17b976390004ebe322	И	0	39	1920	886	True	67
2d5feb63-c97a-40bd-90f8-f54d05884f9e	87fe0712fdd150ecc8d02cbbb2e047d6	И	17	90	1280	720	True	91
287b2554-c058-491b-a2b1-7e8cef290580	a2d3f7227726ed3846d9bac38734e85b	И	34	55	1280	720	True	123
4cfb0b7b-8632-40c1-aee7-001557ee4e09	0ceb69ca37aa3e44528c7ce03c329479	И	40	77	1920	1080	True	153
219c26ae-3baa-4d8c-99d7-8026984e5875	bcf5a67e65444f6c1d3119b5d6c3558b	И	7	46	1920	1080	True	82
aff1917b-37ec-4153-abd3-e3742058c4e4	c05c242d2524d1de48c68f1667cd7b6b	И	12	47	1920	1080	True	84
895e9a45-78ee-4ee8-8506-aec3669dfdab	63db05b188249dbd9ce7cc98fe205e1f	И	35	61	1920	1080	True	138
b60b87c8-4bfc-49ef-bfa1-7ffc00ec4955	f2dc6eab563f93d86629c1cfe479f09d	И	17	50	1440	1440	True	83
8f765134-c57d-4843-9a18-8f57ee644c63	68f27043789bb049757486b0ed1cbaab	И	56	93	720	1280	True	108
188c01fc-892f-462e-ace7-e7f9fd110ff0	32f4bb8542738fa1980831515d2949ea	И	11	50	1920	1080	True	82
07228573-642d-4e51-9ede-b5259aee0828	a85134b72f825ac9569e44e9ae53b128	И	16	76	1920	1080	True	108
759c9ab3-74d4-44c4-a537-cae33ebb472e	8c34c33a92e42220b2e080bdb388d532	И	21	53	1920	1080	True	83
a63badc4-7939-4d9c-8a3a-91e9bfcd8fe4	362b7038ed4bd4b527fce434f14d2aaf	И	11	49	1920	1080	True	89
0419389f-38f3-46c7-9ae4-dc9c5751c040	23f5ca29e3183e356572642263a836ac	И	15	60	720	1280	True	92
166d92ed-17d8-44fd-8627-2e4ab4abe5ce	1cdaed3814fe5a4bfa9baa5d3f94ecc4	И	23	47	1080	1920	False	91
5c96495e-ae32-44c1-97a3-bf0977bf3ad1	b6bc47e76a066769495f3a22455713b5	И	18	62	1280	720	True	82
4b833f80-af68-4492-99c3-13ad51ebbb77	d5a3d6c977e8ce1cd3a4eac0908d4d7d	И	4	64	1920	1080	True	96
6c6c797f-7d4f-444b-aec2-065b93359a77	c8f885a4da648650dbecffbb38258989	И	23	55	1920	1080	True	127
8ec668f7-8989-44d5-83cb-c9f2e1c55b8e	2916c8f459bac1870fe3897d0340b148	И	19	68	720	1280	True	113
28fb4ad0-7ccd-42ea-aa78-5eb8025db5f2	2fa7bff4283637452ca0e2575a1815be	И	14	55	1920	1080	True	129
9148abb0-76d2-4d55-a382-d7ae68b37b77	e9df86cd8713f2fa9f2077a2197c7136	И	32	170	1920	1080	True	223
36850edc-e3d3-45f1-bd4d-415223b0963a	dc96b1d1a840878c4ad209500dea570b	И	32	98	920	1920	True	147
0927e921-acc5-4586-ba6a-b1ddd66dc53c	5cfa6de910fe7b0af5f422d0df9f06d5	И	33	90	1920	1080	False	137
dd84ad08-6912-41a5-822d-ea75cb52e202	f3cf3f9bb709ce2bee3da304a4ccb427	И	41	82	1920	1080	True	157
da05de4c-924c-4bd0-9e31-ebe0f730ade6	adfe9c8ea85db4e65f36572669cbfed5	И	7	79	1920	1080	True	126
0e6b8c5d-a83e-4945-92a8-f93d3626ce6d	28f7e6734615f41bc0366dee5c563f09	И	39	98	720	1280	True	149
8afaa593-cce8-487b-a581-70bd7926b1cf	bd4e2755d88d8d835a07df3c78cdfc3c	И	15	56	1920	1080	True	81
25b04ccc-30fe-4b3b-be8e-e7c59051fde5	aa12bfdceb971561727e86d34aff35ac	И	23	98	1920	1080	True	134
93cbfafc-523f-493e-99fe-9d48f56d5a77	b6dbf3d8d6ed9fb9283b687910f6e829	И	15	48	1920	1080	True	81
0538ab8843cfd6bfa5a175d8916ea88a	27901	И	33	98	1920	1080	True	149
781f4054d0739eaa87d7f4c73713d32b	29585	И	0	39	1920	1080	True	64
fcc7a1587a2c45154e3eec6485a9a7c0	28593	И	38	79	1280	720	True	122
4de60da39f48e378d1f3fda30ad7dcc6	29229	И	48	127	1920	1080	True	181
38fd8f02b9c2f4cf113c32a67ff8018b	30009	И	52	92	1280	720	True	165
11d83e58b649969b6162e7b43d97134a	29970	И	8	53	1920	1080	True	79
850eef86d801fe9f850754175a1d2681	27658	И	57	103	1920	1080	False	140
eea9e5bcdd599d6db2d7e89ac2689c06	24438	И	48	122	1280	720	True	199
db065d67477fc2a43c467248a64c5001	23309	И	28	64	1280	720	True	66
33b23b06f01095b7a90591a8772ac711	21759	И	31	74	1920	1080	True	138
f3bbb612d4dbdc416c24d75fa0dd9068	29318	И	47	109	1280	720	True	146
fc3bd5ac2c46554016cce53f2baef058	29673	И	34	78	1920	1080	True	179
bf353ce46c862df843dfd53fca73cc86	29898	И	26	59	720	960	True	74
085653683cfa57900929c1ad6a7f0514	29751	И	19	76	1920	1080	True	113
d890fc1c70bb1ddd020748cc6e277805	22109	И	27	87	1280	720	True	88
09beb2de883ebd7c8ab63ed00bb91758	13790	И	41	97	720	1280	True	112
54a6163f7c18f8df571548125e74eb2b	21288	И	18	60	1280	720	True	67
c89fe14fd5d82de80077aa9eaaf2f7ea	27086	И	18	68	1920	1080	True	115
25480100c6a3357eea0033a619d5ba01	29762	И	41	129	1280	720	True	183
e903b470bb8161453a0a62b7685d7cd1	21271	И	53	120	1280	720	True	155
1595eb445282610ebdca663baba93845	27399	И	10	54	1920	1080	True	76
e3f65d46-35e4-4111-a49e-12a100081a1f	52003757d6b63a3ee7a71f36f5a9a17b	И	11	64	1920	1080	True	95
460036ae-0130-4b29-b06a-ee5a37ca7421	40ad51b49892dca94b905eca8926568a	И	0	59	1920	1080	True	97
470bd050-ddb9-422f-88b3-a1405fad1af4	efc86825b9a40bcdcc9b54ab81aab3fe	И	6	43	1920	1080	True	45
16cc85ed-aa9a-4094-b699-9d8714a0ff90	4aef7889ad6cd118ce4dab1e3b998a01	И	17	49	1920	1080	True	92
9f6394a0-963d-4c9f-aa54-7aafa84e8456	2d5120991a63d659f0eef6123f092100	И	10	57	1920	1080	True	110
523af32e-658f-4da0-aab5-c3d49e63ca7a	b4e852a75cacf8642412dfc05e2126a3	И	0	66	1920	1080	True	66
2cfc2834-9641-4136-80e3-0d5e2be4b229	0c3d5473fba13210722e53374b736416	И	20	56	1920	1080	True	100
81f532c2-e665-496c-b7a2-5c5f2eed8365	49b45af05ac6192685bee4e29cdf1e48	И	19	62	1080	1920	True	96
f67c3382-a307-4b86-bb4f-13ee2fb6f5f2	7faa41c4cf0a2602a23390de23574993	И	56	123	1080	1920	True	152
513ca806-ca41-42d2-ac8f-8d3f9462fcf2	194612f32f5297e4699c2c0beb9b336a	И	22	87	1920	1080	True	114
a8afeaac-76ab-41c6-833e-8d703959429b	48bc83c415e12683f469d16027829654	И	13	68	1920	1080	True	107
d5aaa965-613f-4d9a-b79a-a73c7195b874	e4bd328bca8e6f51bd6f4f019692b666	И	28	65	1440	1440	True	97
d44574e3-af0f-432a-a960-a385f19e231a	33b317c5a26046cafcd795a2fe4e919e	И	25	52	1080	1920	True	94
da45a056-2677-487a-99d3-5caabd915459	76aa633fcb2bec4e6b0852635a8af57c	И	14	64	1920	1080	True	102
3a76699a-49cc-4a50-b33a-59763bddd6d1	6ca843830e5d2608f5d486f02e37dad9	И	9	41	1920	1080	True	73
1bec4310-a384-491a-a08c-0ba02bfbf785	570c2405d58fe08bce66f55c42bc36b0	И	25	68	1080	1920	True	115
fd77732d-9188-4baa-a678-b5fb7298c13f	3018b64d2c938f5b6a0826dfdf486f2c	И	21	65	1920	1080	True	120
2ab73d4e-9d76-47c1-9a68-7faab136b67d	3cf00ecfe200a3990d42c6464286d6fb	И	42	88	1920	1080	True	135
47230e06-cb9c-4768-929f-bd1b9d1bc8eb	4b8f634baac82dd96142fa1220b79759	И	22	85	1080	1920	True	114
7f33116e-f273-4269-9b1a-3c2d4cc89340	324cdee3d2550397efb761d8fff48139	И	19	72	1920	1080	True	121
f1fbc085-3e80-4fd0-8166-b90a7af4092f	04af3ba065bb7423e0685ebe180751c1	И	26	62	1920	1440	True	73
17089e9e-d263-48f1-b602-e639409e4c2b	c80b4e57f158f28299b2a89694c42329	И	39	82	1920	1080	True	129
0a3407a3-97b7-45c7-a254-bc071906b3ef	3ef4548431002f9f8fd7f39987be22c1	И	36	74	1920	1080	True	119
b7ff13b2-4d6a-41be-83f7-b1b438deb79a	b56726d7b447d88e526f7da2e9e0e520	И	12	60	1920	1080	True	73
240fabc8-95cf-4e71-9a17-278e8c5ccaf8	55ac05bf18204955c640591070dd1118	И	17	55	1920	1140	True	96
0a4656e6-dd13-4656-ac5f-24b37e02feda	95d5ca4d8706b85bfe8447cc7e83c86a	И	8	53	1920	822	False	94
d5d6cde8-cea9-42e2-952d-d71d05ab85f8	86ec735f573ae6c36a9dbf9e5bfd4eaf	И	42	109	1920	1080	True	178
65e4f36c-1bd8-435e-8fd3-36bac331cbbf	138356c62cb9cd6168ec85fd31dbb1de	И	22	96	1920	1080	True	130
885898c7-2527-4531-b02a-c58b92e5cdcd	6520ea9b92b24339fb538be29b315e0b	И	5	38	1920	1080	True	72
711df0f6-24b4-46b1-9225-1b4b75057e9c	e97c55b450c4b2ae48a165e349f0f3eb	И	22	72	1920	1080	True	120
06a346fe-7ca8-4897-bf77-3acabe756b19	c2f39049d2c1d9527683ed47b4fb6ad7	И	6	44	1920	1080	True	45
a47ccca9-7ad1-4df1-818c-b38437b3e3f7	b34ac47997680835ece485b13845fefd	И	7	44	1920	1080	True	78
565a11e4-986b-4d16-9afe-1ce55c935464	ff169f3bbab458308b88188be3657125	И	6	62	1920	1080	True	131
27ae2da7-08f9-4e55-9eb1-8fa3aba791a4	bd6e2ad7ab53ceb7b8de9a1842844071	И	33	83	1920	1080	True	129
08193e79-0152-41f8-8dfc-6a082dd9776e	83624345fa124849e833a8664f21f3ea	И	29	84	1920	1080	True	118
32ba22d3-920b-4ca2-9afb-6f0af6b9cf4a	7c989fdb633be7453228f7c650097205	И	28	76	1920	1080	True	96
5c9f33a9-7839-4516-8769-c458bc61502b	420e55e9cc86ffe6ca183d41d80ee67c	И	19	57	1650	1080	True	76
d3e21da6-a9ae-4dc1-84d1-48d13a15e7a2	630a57fb2f40debe5a2c782349c9a26f	И	19	59	1920	1080	True	94
2fcec0de-9058-46b3-81ce-58d5798ffe0c	a8a635e6eaa8edb003c5a2b1cef789b5	И	22	62	1440	1440	True	106
65918002-5949-4654-a923-b3943da28acc	d01fdbbbd69ec8c4914397ba4abb899c	И	38	112	1920	1080	True	141
6e7f3593-d8bc-4060-98cf-2eace55a000c	0f7aee11724db9ef1f9df422f7443e28	И	49	79	1920	1080	True	131
3c96d48e-d57b-4a2c-a2c2-fda1df8fc3c0	37bed46cc436da755b02db4bda5fd1e2	И	33	66	1920	1080	True	119
429c658abbdc2908bfdb184fb31acfba	29674	И	3	36	1920	1080	True	53
ac7b3b87e1c0ace2678076566fa96436	21710	И	17	77	1920	1080	False	107
a5948d20-283a-45d4-8ab3-9c63f35db522	185bd3a81d9d618518d10abebf0d17a8	Й	38	112	1920	1080	False	161
71625fa8-1c5d-4760-aad9-e442f24a4b71	9a0784a99ea13a8b06cb103c2c8c7f0f	Й	7	57	1920	1080	True	57
7fd81db3-1d9c-46d5-b97f-5d8b2580bd4d	a95892dae1d320bd8b08cbca6a127cd8	Й	10	53	1080	1920	False	62
318d1f95-91fb-4413-9563-2f6f44160381	1860c7f3605089bf0eff0c4e72c7add4	Й	13	93	1440	1440	True	131
53e6bfc5-de91-49f4-96de-1269f3a75330	46dd04a1caa75ed3082b573cb5a3ad26	Й	0	38	1920	1080	False	66
ce9dd907-35f1-4a30-a947-d2214c2bcc3d	ca6b767f0cccf093ba737ae2fc4fec3d	Й	13	51	1920	1080	True	52
4a812789-54f3-45c5-bb49-af77861c2598	db573f94204e56e0cf3fc2ea000e5bdc	Й	6	60	1280	720	False	98
06a150f0-c7b7-4a72-ac57-9693a58b154d	fc6e5caa3dc328e7558b072e6607e399	Й	11	52	1920	1080	False	80
395bf906-78d0-4a48-b63b-9f2fecfe8d53	50334f2a79561498829a34a2c90984b1	Й	55	105	1920	1080	False	208
e63da25a-96ea-4791-aa12-d44630664e5e	0211b488644476dd0fec656ccb9b74fc	Й	49	111	1080	1920	False	133
824c15d6-e17c-4d19-a040-88c445687956	2d84da20c251acaeb3186642fcb04f2e	Й	18	56	1920	1080	False	103
d3de2e4b-01f5-4e8f-9231-bdc3c5fa63be	d2b4042ec6d8505a41b809e64d5adb7c	Й	68	105	1920	1080	True	122
582cd0a7-3ecd-4372-ac0f-cbfeabfde9b7	0ab4f8e463cdded2e59d6001f4e1b487	Й	6	51	1080	1920	False	73
bb27367e-2cfc-486b-ad0b-9db3675e06c0	9f9b13d8e63bd774b4ad1bd14f56147d	Й	16	51	720	1280	False	91
693a4af4-fd08-457f-8287-79bda58dba52	13c4baf863bfb1aa4ac638650e508d3b	Й	11	57	1080	1920	True	96
5037deb4-1a75-4165-a2d5-012f034c2753	53c3af7712ee8220b2faed1a55a82eca	Й	34	83	1920	1080	True	118
278a7e40-984e-4d80-a8ec-bad2c53e86f0	f5b82a9c82f6d870ec253e4c3fa96d83	Й	8	68	1920	1080	False	115
80bd23cc-1fad-4670-b00c-96aae0776321	95af8e702c909eee7145c6dc1a3d756b	Й	15	58	1280	720	False	83
6956802e-9fa8-430e-8aa1-d75bdf007598	0041ec866777f12c384b64d8cd636277	Й	13	71	1920	1080	False	109
d7cc2c7d-d934-437b-995a-443b7846d4de	0df9d6e419cb18069e696edaa170ba87	Й	14	76	1920	864	True	132
20320b98-4fe3-4673-87f6-b7d0d452ca74	4299b8ccf39ace57287b463fbe4a489b	Й	28	56	1920	960	True	94
cabb73b8-bf68-4b63-981e-6e4d10c5211d	b07a773bcb10b4f14f33d2b0e8ec58ba	Й	25	122	720	1280	False	153
d843b3cb-40ab-4bf9-8cf2-9bc8362f91e3	12c7911f38c7113ce13c71dbd785ce22	Й	18	73	1920	1080	True	120
b7726748-be12-4fe1-be54-5f9b88340fdd	f2dc6eab563f93d86629c1cfe479f09d	Й	14	44	1440	1440	True	80
88310879-a9e2-466d-83b8-fab1ab19a7b8	4d26ad833542291c50de9ce88fb4f64a	Й	13	71	1920	1080	False	137
f5f799e2-537f-4353-ac7d-384098225f6d	3dd2ce2659aada17b976390004ebe322	Й	0	36	1920	886	True	65
a16ecccf-4c41-4942-b9f5-ce57ee55ba83	68f27043789bb049757486b0ed1cbaab	Й	59	101	720	1280	True	120
fb2d5bc3-0f2d-44bd-8b74-4e94de8f474c	76aa633fcb2bec4e6b0852635a8af57c	Й	14	65	1920	1080	True	105
89f0c5b5-2b92-4969-83e5-43603178e3b5	b4e852a75cacf8642412dfc05e2126a3	Й	27	82	1920	1080	True	117
a92af930-9c54-4813-a82e-36850067f30c	a8dc3ffc818b23319cea1757602ad8e8	Й	10	52	1280	720	True	104
ec613832-b905-422a-af78-0b0c95fe9a96	6fefb7617d77222efd121f4a2d6a79d6	Й	20	61	720	1280	True	119
46eec81c-5df2-477f-aa36-03530e7cc189	52003757d6b63a3ee7a71f36f5a9a17b	Й	1	47	1920	1080	True	75
c6b85993-c678-49c5-afcc-5d8ccc74ba23	feea6c22175f962ab28452f7314d1bc0	Й	23	107	720	1280	True	127
1426e5ff-5a62-45c9-8c26-7686b48257a9	81c0cdc37caa67e7ddf8e06c0a4443c8	Й	39	91	1920	880	True	146
217ddcd6-15e6-490c-9696-e9dbe927f88d	fb1007e5ffe149cc08bccaf8eda2ce31	Й	12	71	1280	720	True	103
4e6e9dda-7b7a-4687-9ef7-e274e96a317a	ab460ff83e8c5b13a705a9e2081023c2	Й	11	59	1920	880	True	96
e1258c09-f702-4c3b-9168-058df7ef1067	0c3d5473fba13210722e53374b736416	Й	18	65	1920	1080	True	94
db9d6580-a9cb-4584-8231-51f5f61d1fb7	33b317c5a26046cafcd795a2fe4e919e	Й	21	64	1080	1920	True	110
2611aea7-8d8e-4422-a810-1609f714af43	63db05b188249dbd9ce7cc98fe205e1f	Й	58	128	1920	1080	True	188
584c4b81-7689-4a85-83f6-7a98ed249483	32f4bb8542738fa1980831515d2949ea	Й	14	71	1920	1080	True	114
05f9f218-1da5-4f61-98da-203646cb01d8	8c34c33a92e42220b2e080bdb388d532	Й	23	60	1920	1080	True	96
14d9c82a-1ab9-475f-b4be-3d9abecccc1d	362b7038ed4bd4b527fce434f14d2aaf	Й	7	51	1920	1080	True	76
c12b537d-3e7b-4b7b-8c31-aeee34022951	bd4e2755d88d8d835a07df3c78cdfc3c	Й	9	42	1920	1080	True	73
37c410f7-aa6e-4daf-a607-875fecafee41	e9df86cd8713f2fa9f2077a2197c7136	Й	38	149	1920	1080	True	192
a5fca16a-a861-4c98-aca8-3c2fbd1ffe3d	a050ef5cb26b9d7f2ccdbedd1411ffa9	Й	23	60	1280	720	True	99
4cad64f5-d49e-4975-b573-2b72ce79f721	0c954cec2fd8884fff2ceeb41bd1b89d	Й	19	75	1440	1198	True	87
b0bd0429-42c0-44f6-94e0-8b48a5b5b931	a5f261810c66a72ed1d61890eefe1672	Й	32	89	1280	720	True	118
7b8e0fcc-b359-493b-945b-bd83211dadd1	c8f885a4da648650dbecffbb38258989	Й	19	57	1920	1080	True	105
dfcca007-ff2e-4bcc-8dfe-7e975bda89c8	b6dbf3d8d6ed9fb9283b687910f6e829	Й	11	51	1920	1080	True	82
7a768c58-b7cd-4306-820e-e4f489dda74c	95d5ca4d8706b85bfe8447cc7e83c86a	Й	4	51	1920	822	False	83
bf8ae89c-92f6-4e23-af86-fdb8effcca9d	a85134b72f825ac9569e44e9ae53b128	Й	23	66	1080	1920	True	97
455a385b-9cd6-4bc4-93c8-924db4d69d7f	b6bc47e76a066769495f3a22455713b5	Й	21	65	1280	720	True	93
1fe8dc12f89b9fada7be8dbc60310bda	27901	Й	17	94	1920	1080	True	130
1830887a8fe6eb643adc259b1da493fb	29585	Й	6	53	1920	1080	True	74
31520532bdc394010bb9ff923c822304	28593	Й	25	82	1280	720	True	106
0b77c92041375e1bb9da5f3ddbbabe3e	29229	Й	33	109	1920	1080	True	151
453887c0abbe202ef8e85ebccba9d807	13790	Й	24	63	1280	720	True	83
1d3aa07cea7aad328d0074c1c3654987	23309	Й	17	63	1280	720	True	65
b7012f8eb5dfb8f1776cfd5b84ec6668	29970	Й	0	41	1920	1080	True	80
1fc8415335b013f2316b6f65559f8024	27658	Й	21	72	1920	1080	False	88
3742248916352c3f1b5f2bfe3c4cebf0	21759	Й	21	73	1920	1080	True	123
86c0a7ff7a79e9d8373c14f184869b0b	29318	Й	44	97	1280	720	True	140
116395d3a67007c3cfeb397bdab24e56	22109	Й	29	83	1280	720	True	91
6cafd85d41dd6d74f3aac89147084693	27086	Й	19	64	1920	1080	True	113
89ef957deefaa3d1ac5b4f316502e15e	29762	Й	23	79	1280	720	True	131
a040a7fa880b67d45995499797fafd1e	21271	Й	39	89	1280	720	True	127
461f7f95afd5fb61c23c4c9eb21b6891	27399	Й	13	57	1920	1080	True	82
a039e10a-1442-480f-b418-5ebc14c72e1f	efc86825b9a40bcdcc9b54ab81aab3fe	Й	20	75	1920	1080	True	86
488f747b-e42d-4d22-89fb-a3bcd7be02da	d5a3d6c977e8ce1cd3a4eac0908d4d7d	Й	14	64	1920	1080	True	97
1c100c49-95bf-49da-907b-6180fabde3d7	4aef7889ad6cd118ce4dab1e3b998a01	Й	5	48	1920	1080	True	85
795ca0b3-9bd2-49ac-ac94-d8fb7f87af54	2d5120991a63d659f0eef6123f092100	Й	10	52	1080	1920	True	81
4d99ff88-3a7d-4ed3-ad01-a4dc800759c1	49b45af05ac6192685bee4e29cdf1e48	Й	21	64	1080	1920	True	107
2d7500a0-8f20-4c0a-b688-4d77282c1cf1	e8a84a6ab0e41fc41afea94dd06f7fd9	Й	25	55	1080	1920	True	57
3c9c6e38-ef2a-46fd-ad40-e1768e91d473	194612f32f5297e4699c2c0beb9b336a	Й	23	71	1920	1080	True	105
e78838f3-f417-46c6-9735-f719c4e995a6	48bc83c415e12683f469d16027829654	Й	14	52	1920	1080	True	100
6586a36f-82b0-44c9-8145-f21ab4e6742e	d6349cdcc76fc803d1a544fe2c18f298	Й	20	73	1920	1080	True	125
2f6d0181-0e71-4bbe-a116-a2b42716ed1c	570c2405d58fe08bce66f55c42bc36b0	Й	23	70	1080	1920	True	127
bc13d34b-bd1d-410d-b6c0-4029adbf3e38	3018b64d2c938f5b6a0826dfdf486f2c	Й	30	76	1920	1080	True	124
4d6152c2-a102-4d5e-938b-5bfd045fa901	aa12bfdceb971561727e86d34aff35ac	Й	13	89	1920	1080	True	113
b0bb1a3a-5130-43c8-af31-7333147c4552	3cf00ecfe200a3990d42c6464286d6fb	Й	37	107	1920	1080	True	163
f16196c5-a785-4103-9683-8dcb68b3bdbd	4b8f634baac82dd96142fa1220b79759	Й	22	60	1080	1920	True	104
383af9f4-3031-47aa-841f-b927b70788e8	04af3ba065bb7423e0685ebe180751c1	Й	18	43	1920	1440	True	71
49f02851-a764-47fd-8021-0f19f4a9550f	c80b4e57f158f28299b2a89694c42329	Й	44	96	1920	1080	True	152
f8408d41-9e79-44f0-931a-4e40e3cb6970	f0148de24ae19f321a7315d46021d17e	Й	18	75	1920	1080	True	110
36d2e0e4-d703-4553-a581-60aaecdddb81	55ac05bf18204955c640591070dd1118	Й	28	70	1920	1200	True	114
890a24b6-71df-47b9-bd6c-4a5528d3820c	5cfa6de910fe7b0af5f422d0df9f06d5	Й	25	63	1920	1080	False	123
4ba4261b-185f-4a93-9181-a66a8356ab39	1cdaed3814fe5a4bfa9baa5d3f94ecc4	Й	29	71	1920	1080	False	99
c45d1ea2-1884-4832-a565-f2b29723e059	f3cf3f9bb709ce2bee3da304a4ccb427	Й	34	81	1920	1080	True	145
7c2fcda7-8950-4c77-9edb-9b7ca63d7ff9	86ec735f573ae6c36a9dbf9e5bfd4eaf	Й	56	112	1920	1080	True	188
fdb9078a-63f3-4ec5-8cb3-b6423ab17587	e97c55b450c4b2ae48a165e349f0f3eb	Й	45	113	1920	1080	True	191
e0098456-c564-4d3b-9fa3-7ef8f3c66fbc	c2f39049d2c1d9527683ed47b4fb6ad7	Й	5	60	1920	1080	True	60
e40f2506-c56a-4b25-8d98-69bca70bcd3d	b34ac47997680835ece485b13845fefd	Й	15	45	1920	1080	True	94
7a2d79b6-c393-4ec8-808f-47d2049298fb	0f7aee11724db9ef1f9df422f7443e28	Й	45	97	1920	1080	True	124
7131073b-3688-4144-ae15-e5f48faf6715	ff169f3bbab458308b88188be3657125	Й	12	68	1080	1920	True	130
51f938a1-5946-4b6b-9e36-08796730e5e0	bd6e2ad7ab53ceb7b8de9a1842844071	Й	29	76	1920	1080	True	133
f47783ac-09b8-4d49-9f53-b182a2f6f725	bd22df5de9c7373f6182446d80e4eef3	Й	34	75	1920	1080	True	114
a9cea140-52e5-4e41-a234-ce8160b8fd9a	7c989fdb633be7453228f7c650097205	Й	31	66	1920	1080	True	92
7c3a53d0-17e0-4f65-89f6-5da1263d6574	7faa41c4cf0a2602a23390de23574993	Й	53	105	1080	1920	True	207
2d0ec35b-e5b0-4811-8778-5629f29a95b1	a8a635e6eaa8edb003c5a2b1cef789b5	Й	40	80	1440	1440	True	120
820ec590-c718-48cd-9247-dfe4c3e018c3	3ef4548431002f9f8fd7f39987be22c1	Й	19	67	1920	1080	True	101
